"PassengerId","Survived","Pclass","Name","Sex","Age","SibSp","Parch","Ticket","Fare","Cabin","Embarked","Titles","last_name","iTitles","Family_size","logFare","cabin_l","ticket_t"
373,"0",3,"Beavan, Mr. William Thomas",1,19,0,0,"323951",8.05,"",3,"Mr","Beavan",4,0,2.08567209143047,"",9
374,"0",1,"Ringhini, Mr. Sante",1,22,0,0,"PC 17760",135.6333,"",1,"Mr","Ringhini",4,0,4.90995492057888,"",11
375,"0",3,"Palsson, Miss. Stina Viola",0,3,3,1,"349909",21.075,"",3,"Miss","Palsson",3,4,3.04808750388792,"",9
376,"1",1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",0,35,1,0,"PC 17604",82.1708,"",1,"Mrs","Meyer",5,1,4.40880000780905,"",11
377,"1",3,"Landergren, Miss. Aurora Adelia",0,22,0,0,"C 7077",7.25,"",3,"Miss","Landergren",3,0,1.98100146886658,"",3
378,"0",1,"Widener, Mr. Harry Elkins",1,27,0,2,"113503",211.5,"C82",1,"Mr","Widener",4,2,5.35422499848633,"C",9
379,"0",3,"Betros, Mr. Tannous",1,20,0,0,"2648",4.0125,"",1,"Mr","Betros",4,0,1.38941448845613,"",9
380,"0",3,"Gustafsson, Mr. Karl Gideon",1,19,0,0,"347069",7.775,"",3,"Mr","Gustafsson",4,0,2.0509134580653,"",9
381,"1",1,"Bidois, Miss. Rosalie",0,42,0,0,"PC 17757",227.525,"",1,"Miss","Bidois",3,0,5.42726012246342,"",11
382,"1",3,"Nakid, Miss. Maria (""Mary"")",0,1,0,2,"2653",15.7417,"",1,"Miss","Nakid",3,2,2.75631324223972,"",9
383,"0",3,"Tikkanen, Mr. Juho",1,32,0,0,"STON/O 2. 3101293",7.925,"",3,"Mr","Tikkanen",4,0,2.07002231976334,"",19
384,"1",1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",0,35,1,0,"113789",52,"",3,"Mrs","Holverson",5,1,3.95124371858143,"",9
385,"0",3,"Plotcharsky, Mr. Vasil",1,29,0,0,"349227",7.8958,"",3,"Mr","Plotcharsky",4,0,2.06633097252974,"",9
386,"0",2,"Davies, Mr. Charles Henry",1,18,0,0,"S.O.C. 14879",73.5,"",3,"Mr","Davies",4,0,4.29728540621879,"",15
387,"0",3,"Goodwin, Master. Sidney Leonard",1,1,5,2,"CA 2144",46.9,"",3,"Master","Goodwin",1,4,3.84801767545223,"",4
388,"1",2,"Buss, Miss. Kate",0,36,0,0,"27849",13,"",3,"Miss","Buss",3,0,2.56494935746154,"",9
389,"0",3,"Sadlier, Mr. Matthew",1,29,0,0,"367655",7.7292,"",2,"Mr","Sadlier",4,0,2.04500536435871,"",9
390,"1",2,"Lehmann, Miss. Bertha",0,17,0,0,"SC 1748",12,"",1,"Miss","Lehmann",3,0,2.484906649788,"",12
391,"1",1,"Carter, Mr. William Ernest",1,36,1,2,"113760",120,"B96 B98",3,"Mr","Carter",4,3,4.78749174278205,"B",9
392,"1",3,"Jansson, Mr. Carl Olof",1,21,0,0,"350034",7.7958,"",3,"Mr","Jansson",4,0,2.05358512713461,"",9
393,"0",3,"Gustafsson, Mr. Johan Birger",1,28,2,0,"3101277",7.925,"",3,"Mr","Gustafsson",4,2,2.07002231976334,"",9
394,"1",1,"Newell, Miss. Marjorie",0,23,1,0,"35273",113.275,"D36",1,"Miss","Newell",3,1,4.7298184905532,"D",9
395,"1",3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",0,24,0,2,"PP 9549",16.7,"G6",3,"Mrs","Sandstrom",5,2,2.81540871942271,"G",10
396,"0",3,"Johansson, Mr. Erik",1,22,0,0,"350052",7.7958,"",3,"Mr","Johansson",4,0,2.05358512713461,"",9
397,"0",3,"Olsson, Miss. Elina",0,31,0,0,"350407",7.8542,"",3,"Miss","Olsson",3,0,2.06104842056294,"",9
398,"0",2,"McKane, Mr. Peter David",1,46,0,0,"28403",26,"",3,"Mr","McKane",4,0,3.25809653802148,"",9
399,"0",2,"Pain, Dr. Alfred",1,23,0,0,"244278",10.5,"",3,"Others","Pain",7,0,2.35137525716348,"",9
400,"1",2,"Trout, Mrs. William H (Jessie L)",0,28,0,0,"240929",12.65,"",3,"Mrs","Trout",5,0,2.53765721517353,"",9
401,"1",3,"Niskanen, Mr. Juha",1,39,0,0,"STON/O 2. 3101289",7.925,"",3,"Mr","Niskanen",4,0,2.07002231976334,"",19
402,"0",3,"Adams, Mr. John",1,26,0,0,"341826",8.05,"",3,"Mr","Adams",4,0,2.08567209143047,"",9
403,"0",3,"Jussila, Miss. Mari Aina",0,21,1,0,"4137",9.825,"",3,"Miss","Jussila",3,1,2.28493015775532,"",9
404,"0",3,"Hakkarainen, Mr. Pekka Pietari",1,28,1,0,"STON/O2. 3101279",15.85,"",3,"Mr","Hakkarainen",4,1,2.76316950032329,"",19
405,"0",3,"Oreskovic, Miss. Marija",0,20,0,0,"315096",8.6625,"",3,"Miss","Oreskovic",3,0,2.15900336451602,"",9
406,"0",2,"Gale, Mr. Shadrach",1,34,1,0,"28664",21,"",3,"Mr","Gale",4,1,3.04452243772342,"",9
407,"0",3,"Widegren, Mr. Carl/Charles Peter",1,51,0,0,"347064",7.75,"",3,"Mr","Widegren",4,0,2.04769284336526,"",9
408,"1",2,"Richards, Master. William Rowe",1,3,1,1,"29106",18.75,"",3,"Master","Richards",1,2,2.93119375241642,"",9
409,"0",3,"Birkeland, Mr. Hans Martin Monsen",1,21,0,0,"312992",7.775,"",3,"Mr","Birkeland",4,0,2.0509134580653,"",9
410,"0",3,"Lefebre, Miss. Ida",0,13.5,3,1,"4133",25.4667,"",3,"Miss","Lefebre",3,4,3.23737171640403,"",9
411,"0",3,"Sdycoff, Mr. Todor",1,29,0,0,"349222",7.8958,"",3,"Mr","Sdycoff",4,0,2.06633097252974,"",9
412,"0",3,"Hart, Mr. Henry",1,29,0,0,"394140",6.8583,"",2,"Mr","Hart",4,0,1.9254595976159,"",9
413,"1",1,"Minahan, Miss. Daisy E",0,33,1,0,"19928",90,"C78",2,"Miss","Minahan",3,1,4.49980967033027,"C",9
414,"0",2,"Cunningham, Mr. Alfred Fleming",1,26,0,0,"239853",0,"",3,"Mr","Cunningham",4,0,0,"",9
415,"1",3,"Sundman, Mr. Johan Julian",1,44,0,0,"STON/O 2. 3101269",7.925,"",3,"Mr","Sundman",4,0,2.07002231976334,"",19
416,"0",3,"Meek, Mrs. Thomas (Annie Louise Rowley)",0,32.437326038204,0,0,"343095",8.05,"",3,"Mrs","Meek",5,0,2.08567209143047,"",9
417,"1",2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",0,34,1,1,"28220",32.5,"",3,"Mrs","Drew",5,2,3.48124008933569,"",9
418,"1",2,"Silven, Miss. Lyyli Karoliina",0,18,0,2,"250652",13,"",3,"Miss","Silven",3,2,2.56494935746154,"",9
419,"0",2,"Matthews, Mr. William John",1,30,0,0,"28228",13,"",3,"Mr","Matthews",4,0,2.56494935746154,"",9
420,"0",3,"Van Impe, Miss. Catharina",0,10,0,2,"345773",24.15,"",3,"Miss","Van Impe",3,2,3.18428438009858,"",9
421,"0",3,"Gheorgheff, Mr. Stanio",1,29,0,0,"349254",7.8958,"",1,"Mr","Gheorgheff",4,0,2.06633097252974,"",9
422,"0",3,"Charters, Mr. David",1,21,0,0,"A/5. 13032",7.7333,"",2,"Mr","Charters",4,0,2.04553567965004,"",1
423,"0",3,"Zimmerman, Mr. Leo",1,29,0,0,"315082",7.875,"",3,"Mr","Zimmerman",4,0,2.0636931847117,"",9
424,"0",3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",0,28,1,1,"347080",14.4,"",3,"Mrs","Danbom",5,2,2.66722820658195,"",9
425,"0",3,"Rosblom, Mr. Viktor Richard",1,18,1,1,"370129",20.2125,"",3,"Mr","Rosblom",4,2,3.00630122490323,"",9
426,"0",3,"Wiseman, Mr. Phillippe",1,29,0,0,"A/4. 34244",7.25,"",3,"Mr","Wiseman",4,0,1.98100146886658,"",1
427,"1",2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",0,28,1,0,"2003",26,"",3,"Mrs","Clarke",5,1,3.25809653802148,"",9
428,"1",2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",0,19,0,0,"250655",26,"",3,"Miss","Phillips",3,0,3.25809653802148,"",9
429,"0",3,"Flynn, Mr. James",1,29,0,0,"364851",7.75,"",2,"Mr","Flynn",4,0,2.04769284336526,"",9
430,"1",3,"Pickard, Mr. Berk (Berk Trembisky)",1,32,0,0,"SOTON/O.Q. 392078",8.05,"E10",3,"Mr","Pickard",4,0,2.08567209143047,"E",17
431,"1",1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",1,28,0,0,"110564",26.55,"C52",3,"Mr","Bjornstrom-Steffansson",4,0,3.27902974768795,"C",9
432,"1",3,"Thorneycroft, Mrs. Percival (Florence Kate White)",0,35,1,0,"376564",16.1,"",3,"Mrs","Thorneycroft",5,1,2.77881927199042,"",9
433,"1",2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",0,42,1,0,"SC/AH 3085",26,"",3,"Mrs","Louch",5,1,3.25809653802148,"",12
434,"0",3,"Kallio, Mr. Nikolai Erland",1,17,0,0,"STON/O 2. 3101274",7.125,"",3,"Mr","Kallio",4,0,1.96360972615471,"",19
435,"0",1,"Silvey, Mr. William Baird",1,50,1,0,"13507",55.9,"E44",3,"Mr","Silvey",4,1,4.02356438016105,"E",9
436,"1",1,"Carter, Miss. Lucile Polk",0,14,1,2,"113760",120,"B96 B98",3,"Miss","Carter",3,3,4.78749174278205,"B",9
437,"0",3,"Ford, Miss. Doolina Margaret ""Daisy""",0,21,2,2,"W./C. 6608",34.375,"",3,"Miss","Ford",3,4,3.53732955598674,"",21
438,"1",2,"Richards, Mrs. Sidney (Emily Hocking)",0,24,2,3,"29106",18.75,"",3,"Mrs","Richards",5,4,2.93119375241642,"",9
439,"0",1,"Fortune, Mr. Mark",1,64,1,4,"19950",263,"C23 C25 C27",3,"Mr","Fortune",4,4,5.57215403217776,"C",9
440,"0",2,"Kvillner, Mr. Johan Henrik Johannesson",1,31,0,0,"C.A. 18723",10.5,"",3,"Mr","Kvillner",4,0,2.35137525716348,"",4
441,"1",2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",0,45,1,1,"F.C.C. 13529",26.25,"",3,"Mrs","Hart",5,2,3.26766598903763,"",6
442,"0",3,"Hampe, Mr. Leon",1,20,0,0,"345769",9.5,"",3,"Mr","Hampe",4,0,2.2512917986065,"",9
443,"0",3,"Petterson, Mr. Johan Emil",1,25,1,0,"347076",7.775,"",3,"Mr","Petterson",4,1,2.0509134580653,"",9
444,"1",2,"Reynaldo, Ms. Encarnacion",0,28,0,0,"230434",13,"",3,"Mr","Reynaldo",4,0,2.56494935746154,"",9
445,"1",3,"Johannesen-Bratthammer, Mr. Bernt",1,29,0,0,"65306",8.1125,"",3,"Mr","Johannesen-Bratthammer",4,0,2.09340608203021,"",9
446,"1",1,"Dodge, Master. Washington",1,4,0,2,"33638",81.8583,"A34",3,"Master","Dodge",1,2,4.40498970368517,"A",9
447,"1",2,"Mellinger, Miss. Madeleine Violet",0,13,0,1,"250644",19.5,"",3,"Miss","Mellinger",3,1,2.9704144655697,"",9
448,"1",1,"Seward, Mr. Frederic Kimber",1,34,0,0,"113794",26.55,"",3,"Mr","Seward",4,0,3.27902974768795,"",9
449,"1",3,"Baclini, Miss. Marie Catherine",0,5,2,1,"2666",19.2583,"",1,"Miss","Baclini",3,3,2.95794213663839,"",9
450,"1",1,"Peuchen, Major. Arthur Godfrey",1,52,0,0,"113786",30.5,"C104",3,"Military","Peuchen",2,0,3.41772668361337,"C",9
451,"0",2,"West, Mr. Edwy Arthur",1,36,1,2,"C.A. 34651",27.75,"",3,"Mr","West",4,3,3.32323584019244,"",4
452,"0",3,"Hagland, Mr. Ingvald Olai Olsen",1,31,1,0,"65303",19.9667,"",3,"Mr","Hagland",4,1,2.99406588590098,"",9
453,"0",1,"Foreman, Mr. Benjamin Laventall",1,30,0,0,"113051",27.75,"C111",1,"Mr","Foreman",4,0,3.32323584019244,"C",9
454,"1",1,"Goldenberg, Mr. Samuel L",1,49,1,0,"17453",89.1042,"C92",1,"Mr","Goldenberg",4,1,4.48980647141294,"C",9
455,"0",3,"Peduzzi, Mr. Joseph",1,29,0,0,"A/5 2817",8.05,"",3,"Mr","Peduzzi",4,0,2.08567209143047,"",1
456,"1",3,"Jalsevac, Mr. Ivan",1,29,0,0,"349240",7.8958,"",1,"Mr","Jalsevac",4,0,2.06633097252974,"",9
457,"0",1,"Millet, Mr. Francis Davis",1,65,0,0,"13509",26.55,"E38",3,"Mr","Millet",4,0,3.27902974768795,"E",9
458,"1",1,"Kenyon, Mrs. Frederick R (Marion)",0,35,1,0,"17464",51.8625,"D21",3,"Mrs","Kenyon",5,1,3.94859598565899,"D",9
459,"1",2,"Toomey, Miss. Ellen",0,50,0,0,"F.C.C. 13531",10.5,"",3,"Miss","Toomey",3,0,2.35137525716348,"",6
460,"0",3,"O'Connor, Mr. Maurice",1,29,0,0,"371060",7.75,"",2,"Mr","O'Connor",4,0,2.04769284336526,"",9
461,"1",1,"Anderson, Mr. Harry",1,48,0,0,"19952",26.55,"E12",3,"Mr","Anderson",4,0,3.27902974768795,"E",9
462,"0",3,"Morley, Mr. William",1,34,0,0,"364506",8.05,"",3,"Mr","Morley",4,0,2.08567209143047,"",9
463,"0",1,"Gee, Mr. Arthur H",1,47,0,0,"111320",38.5,"E63",3,"Mr","Gee",4,0,3.65065824129374,"E",9
464,"0",2,"Milling, Mr. Jacob Christian",1,48,0,0,"234360",13,"",3,"Mr","Milling",4,0,2.56494935746154,"",9
465,"0",3,"Maisner, Mr. Simon",1,29,0,0,"A/S 2816",8.05,"",3,"Mr","Maisner",4,0,2.08567209143047,"",1
466,"0",3,"Goncalves, Mr. Manuel Estanslas",1,38,0,0,"SOTON/O.Q. 3101306",7.05,"",3,"Mr","Goncalves",4,0,1.95302761682418,"",17
467,"0",2,"Campbell, Mr. William",1,26,0,0,"239853",0,"",3,"Mr","Campbell",4,0,0,"",9
468,"0",1,"Smart, Mr. John Montgomery",1,56,0,0,"113792",26.55,"",3,"Mr","Smart",4,0,3.27902974768795,"",9
469,"0",3,"Scanlan, Mr. James",1,29,0,0,"36209",7.725,"",2,"Mr","Scanlan",4,0,2.04446182278381,"",9
470,"1",3,"Baclini, Miss. Helene Barbara",0,0.75,2,1,"2666",19.2583,"",1,"Miss","Baclini",3,3,2.95794213663839,"",9
471,"0",3,"Keefe, Mr. Arthur",1,29,0,0,"323592",7.25,"",3,"Mr","Keefe",4,0,1.98100146886658,"",9
472,"0",3,"Cacic, Mr. Luka",1,38,0,0,"315089",8.6625,"",3,"Mr","Cacic",4,0,2.15900336451602,"",9
473,"1",2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",0,33,1,2,"C.A. 34651",27.75,"",3,"Mrs","West",5,3,3.32323584019244,"",4
474,"1",2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",0,23,0,0,"SC/AH Basle 541",13.7917,"D",1,"Mrs","Jerwan",5,0,2.62406696194463,"D",12
475,"0",3,"Strandberg, Miss. Ida Sofia",0,22,0,0,"7553",9.8375,"",3,"Miss","Strandberg",3,0,2.28620161374352,"",9
476,"0",1,"Clifford, Mr. George Quincy",1,29,0,0,"110465",52,"A14",3,"Mr","Clifford",4,0,3.95124371858143,"A",9
477,"0",2,"Renouf, Mr. Peter Henry",1,34,1,0,"31027",21,"",3,"Mr","Renouf",4,1,3.04452243772342,"",9
478,"0",3,"Braund, Mr. Lewis Richard",1,29,1,0,"3460",7.0458,"",3,"Mr","Braund",4,1,1.95243169461695,"",9
479,"0",3,"Karlsson, Mr. Nils August",1,22,0,0,"350060",7.5208,"",3,"Mr","Karlsson",4,0,2.0176725152822,"",9
480,"1",3,"Hirvonen, Miss. Hildur E",0,2,0,1,"3101298",12.2875,"",3,"Miss","Hirvonen",3,1,2.50858248547328,"",9
481,"0",3,"Goodwin, Master. Harold Victor",1,9,5,2,"CA 2144",46.9,"",3,"Master","Goodwin",1,4,3.84801767545223,"",4
482,"0",2,"Frost, Mr. Anthony Wood ""Archie""",1,26,0,0,"239854",0,"",3,"Mr","Frost",4,0,0,"",9
483,"0",3,"Rouse, Mr. Richard Henry",1,50,0,0,"A/5 3594",8.05,"",3,"Mr","Rouse",4,0,2.08567209143047,"",1
484,"1",3,"Turkula, Mrs. (Hedwig)",0,63,0,0,"4134",9.5875,"",3,"Mrs","Turkula",5,0,2.26046016669337,"",9
485,"1",1,"Bishop, Mr. Dickinson H",1,25,1,0,"11967",91.0792,"B49",1,"Mr","Bishop",4,1,4.51172945766992,"B",9
486,"0",3,"Lefebre, Miss. Jeannie",0,13.5,3,1,"4133",25.4667,"",3,"Miss","Lefebre",3,4,3.23737171640403,"",9
487,"1",1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",0,35,1,0,"19943",90,"C93",3,"Mrs","Hoyt",5,1,4.49980967033027,"C",9
488,"0",1,"Kent, Mr. Edward Austin",1,58,0,0,"11771",29.7,"B37",1,"Mr","Kent",4,0,3.39114704580865,"B",9
489,"0",3,"Somerton, Mr. Francis William",1,30,0,0,"A.5. 18509",8.05,"",3,"Mr","Somerton",4,0,2.08567209143047,"",1
490,"1",3,"Coutts, Master. Eden Leslie ""Neville""",1,9,1,1,"C.A. 37671",15.9,"",3,"Master","Coutts",1,2,2.76631910922619,"",4
491,"0",3,"Hagland, Mr. Konrad Mathias Reiersen",1,31,1,0,"65304",19.9667,"",3,"Mr","Hagland",4,1,2.99406588590098,"",9
492,"0",3,"Windelov, Mr. Einar",1,21,0,0,"SOTON/OQ 3101317",7.25,"",3,"Mr","Windelov",4,0,1.98100146886658,"",17
493,"0",1,"Molson, Mr. Harry Markland",1,55,0,0,"113787",30.5,"C30",3,"Mr","Molson",4,0,3.41772668361337,"C",9
494,"0",1,"Artagaveytia, Mr. Ramon",1,71,0,0,"PC 17609",49.5042,"",1,"Mr","Artagaveytia",4,0,3.90205751446006,"",11
495,"0",3,"Stanley, Mr. Edward Roland",1,21,0,0,"A/4 45380",8.05,"",3,"Mr","Stanley",4,0,2.08567209143047,"",1
496,"0",3,"Yousseff, Mr. Gerious",1,29,0,0,"2627",14.4583,"",1,"Mr","Yousseff",4,0,2.67126864412075,"",9
497,"1",1,"Eustis, Miss. Elizabeth Mussey",0,54,1,0,"36947",78.2667,"D20",1,"Miss","Eustis",3,1,4.36012222518012,"D",9
498,"0",3,"Shellard, Mr. Frederick William",1,29,0,0,"C.A. 6212",15.1,"",3,"Mr","Shellard",4,0,2.71469474382088,"",4
499,"0",1,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",0,25,1,2,"113781",151.55,"C22 C26",3,"Mrs","Allison",5,3,5.02091560350381,"C",9
500,"0",3,"Svensson, Mr. Olof",1,24,0,0,"350035",7.7958,"",3,"Mr","Svensson",4,0,2.05358512713461,"",9
501,"0",3,"Calic, Mr. Petar",1,17,0,0,"315086",8.6625,"",3,"Mr","Calic",4,0,2.15900336451602,"",9
502,"0",3,"Canavan, Miss. Mary",0,21,0,0,"364846",7.75,"",2,"Miss","Canavan",3,0,2.04769284336526,"",9
503,"0",3,"O'Sullivan, Miss. Bridget Mary",0,22,0,0,"330909",7.6292,"",2,"Miss","O'Sullivan",3,0,2.03198299052013,"",9
504,"0",3,"Laitinen, Miss. Kristina Sofia",0,37,0,0,"4135",9.5875,"",3,"Miss","Laitinen",3,0,2.26046016669337,"",9
505,"1",1,"Maioni, Miss. Roberta",0,16,0,0,"110152",86.5,"B79",3,"Miss","Maioni",3,0,4.46014441393783,"B",9
506,"0",1,"Penasco y Castellana, Mr. Victor de Satode",1,18,1,0,"PC 17758",108.9,"C65",1,"Mr","Penasco y Castellana",4,1,4.69043002993891,"C",11
507,"1",2,"Quick, Mrs. Frederick Charles (Jane Richards)",0,33,0,2,"26360",26,"",3,"Mrs","Quick",5,2,3.25809653802148,"",9
508,"1",1,"Bradley, Mr. George (""George Arthur Brayton"")",1,29,0,0,"111427",26.55,"",3,"Mr","Bradley",4,0,3.27902974768795,"",9
509,"0",3,"Olsen, Mr. Henry Margido",1,28,0,0,"C 4001",22.525,"",3,"Mr","Olsen",4,0,3.1146258034944,"",3
510,"1",3,"Lang, Mr. Fang",1,26,0,0,"1601",56.4958,"",3,"Mr","Lang",4,0,4.03416629910613,"",9
511,"1",3,"Daly, Mr. Eugene Patrick",1,29,0,0,"382651",7.75,"",2,"Mr","Daly",4,0,2.04769284336526,"",9
512,"0",3,"Webber, Mr. James",1,29,0,0,"SOTON/OQ 3101316",8.05,"",3,"Mr","Webber",4,0,2.08567209143047,"",17
513,"1",1,"McGough, Mr. James Robert",1,36,0,0,"PC 17473",26.2875,"E25",3,"Mr","McGough",4,0,3.26909354102882,"E",11
514,"1",1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",0,54,1,0,"PC 17603",59.4,"",1,"Mrs","Rothschild",5,1,4.0842942263686,"",11
515,"0",3,"Coleff, Mr. Satio",1,24,0,0,"349209",7.4958,"",3,"Mr","Coleff",4,0,2.0143428636837,"",9
516,"0",1,"Walker, Mr. William Anderson",1,47,0,0,"36967",34.0208,"D46",3,"Mr","Walker",4,0,3.5269721022703,"D",9
517,"1",2,"Lemore, Mrs. (Amelia Milley)",0,34,0,0,"C.A. 34260",10.5,"F33",3,"Mrs","Lemore",5,0,2.35137525716348,"F",4
518,"0",3,"Ryan, Mr. Patrick",1,29,0,0,"371110",24.15,"",2,"Mr","Ryan",4,0,3.18428438009858,"",9
519,"1",2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",0,36,1,0,"226875",26,"",3,"Mrs","Angle",5,1,3.25809653802148,"",9
520,"0",3,"Pavlovic, Mr. Stefo",1,32,0,0,"349242",7.8958,"",3,"Mr","Pavlovic",4,0,2.06633097252974,"",9
521,"1",1,"Perreault, Miss. Anne",0,30,0,0,"12749",93.5,"B73",3,"Miss","Perreault",3,0,4.53796143629464,"B",9
522,"0",3,"Vovk, Mr. Janko",1,22,0,0,"349252",7.8958,"",3,"Mr","Vovk",4,0,2.06633097252974,"",9
523,"0",3,"Lahoud, Mr. Sarkis",1,29,0,0,"2624",7.225,"",1,"Mr","Lahoud",4,0,1.9775472339985,"",9
524,"1",1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",0,44,0,1,"111361",57.9792,"B18",1,"Mrs","Hippach",5,1,4.06008432553699,"B",9
525,"0",3,"Kassem, Mr. Fared",1,29,0,0,"2700",7.2292,"",1,"Mr","Kassem",4,0,1.97812837997935,"",9
526,"0",3,"Farrell, Mr. James",1,40.5,0,0,"367232",7.75,"",2,"Mr","Farrell",4,0,2.04769284336526,"",9
527,"1",2,"Ridsdale, Miss. Lucy",0,50,0,0,"W./C. 14258",10.5,"",3,"Miss","Ridsdale",3,0,2.35137525716348,"",21
528,"0",1,"Farthing, Mr. John",1,32,0,0,"PC 17483",221.7792,"C95",3,"Mr","Farthing",4,0,5.40168229234028,"C",11
529,"0",3,"Salonen, Mr. Johan Werner",1,39,0,0,"3101296",7.925,"",3,"Mr","Salonen",4,0,2.07002231976334,"",9
530,"0",2,"Hocking, Mr. Richard George",1,23,2,1,"29104",11.5,"",3,"Mr","Hocking",4,3,2.4423470353692,"",9
531,"1",2,"Quick, Miss. Phyllis May",0,2,1,1,"26360",26,"",3,"Miss","Quick",3,2,3.25809653802148,"",9
532,"0",3,"Toufik, Mr. Nakli",1,29,0,0,"2641",7.2292,"",1,"Mr","Toufik",4,0,1.97812837997935,"",9
533,"0",3,"Elias, Mr. Joseph Jr",1,17,1,1,"2690",7.2292,"",1,"Mr","Elias",4,2,1.97812837997935,"",9
534,"1",3,"Peter, Mrs. Catherine (Catherine Rizk)",0,33,0,2,"2668",22.3583,"",1,"Mrs","Peter",5,2,3.10719761677404,"",9
535,"0",3,"Cacic, Miss. Marija",0,30,0,0,"315084",8.6625,"",3,"Miss","Cacic",3,0,2.15900336451602,"",9
536,"1",2,"Hart, Miss. Eva Miriam",0,7,0,2,"F.C.C. 13529",26.25,"",3,"Miss","Hart",3,2,3.26766598903763,"",6
537,"0",1,"Butt, Major. Archibald Willingham",1,45,0,0,"113050",26.55,"B38",3,"Military","Butt",2,0,3.27902974768795,"B",9
538,"1",1,"LeRoy, Miss. Bertha",0,30,0,0,"PC 17761",106.425,"",1,"Miss","LeRoy",3,0,4.66744051171422,"",11
539,"0",3,"Risien, Mr. Samuel Beard",1,29,0,0,"364498",14.5,"",3,"Mr","Risien",4,0,2.67414864942653,"",9
540,"1",1,"Frolicher, Miss. Hedwig Margaritha",0,22,0,2,"13568",49.5,"B39",1,"Miss","Frolicher",3,2,3.90197266957464,"B",9
541,"1",1,"Crosby, Miss. Harriet R",0,36,0,2,"WE/P 5735",71,"B22",3,"Miss","Crosby",3,2,4.26267987704132,"B",22
542,"0",3,"Andersson, Miss. Ingeborg Constanzia",0,9,4,2,"347082",31.275,"",3,"Miss","Andersson",3,4,3.44281905635297,"",9
543,"0",3,"Andersson, Miss. Sigrid Elisabeth",0,11,4,2,"347082",31.275,"",3,"Miss","Andersson",3,4,3.44281905635297,"",9
544,"1",2,"Beane, Mr. Edward",1,32,1,0,"2908",26,"",3,"Mr","Beane",4,1,3.25809653802148,"",9
545,"0",1,"Douglas, Mr. Walter Donald",1,50,1,0,"PC 17761",106.425,"C86",1,"Mr","Douglas",4,1,4.66744051171422,"C",11
546,"0",1,"Nicholson, Mr. Arthur Ernest",1,64,0,0,"693",26,"",3,"Mr","Nicholson",4,0,3.25809653802148,"",9
547,"1",2,"Beane, Mrs. Edward (Ethel Clarke)",0,19,1,0,"2908",26,"",3,"Mrs","Beane",5,1,3.25809653802148,"",9
548,"1",2,"Padro y Manent, Mr. Julian",1,29,0,0,"SC/PARIS 2146",13.8625,"",1,"Mr","Padro y Manent",4,0,2.62918735267649,"",12
549,"0",3,"Goldsmith, Mr. Frank John",1,33,1,1,"363291",20.525,"",3,"Mr","Goldsmith",4,2,3.02164365533849,"",9
550,"1",2,"Davies, Master. John Morgan Jr",1,8,1,1,"C.A. 33112",36.75,"",3,"Master","Davies",1,2,3.60413822565885,"",4
551,"1",1,"Thayer, Mr. John Borland Jr",1,17,0,2,"17421",110.8833,"C70",1,"Mr","Thayer",4,2,4.70847829690348,"C",9
552,"0",2,"Sharp, Mr. Percival James R",1,27,0,0,"244358",26,"",3,"Mr","Sharp",4,0,3.25809653802148,"",9
553,"0",3,"O'Brien, Mr. Timothy",1,29,0,0,"330979",7.8292,"",2,"Mr","O'Brien",4,0,2.05786033364623,"",9
554,"1",3,"Leeni, Mr. Fahim (""Philip Zenni"")",1,22,0,0,"2620",7.225,"",1,"Mr","Leeni",4,0,1.9775472339985,"",9
555,"1",3,"Ohman, Miss. Velin",0,22,0,0,"347085",7.775,"",3,"Miss","Ohman",3,0,2.0509134580653,"",9
556,"0",1,"Wright, Mr. George",1,62,0,0,"113807",26.55,"",3,"Mr","Wright",4,0,3.27902974768795,"",9
557,"1",1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",0,48,1,0,"11755",39.6,"A16",1,"Mrs","Duff Gordon",5,1,3.67882911826043,"A",9
558,"0",1,"Robbins, Mr. Victor",1,33.6625062550522,0,0,"PC 17757",227.525,"",1,"Mr","Robbins",4,0,5.42726012246342,"",11
559,"1",1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",0,39,1,1,"110413",79.65,"E67",3,"Mrs","Taussig",5,2,4.37764203635606,"E",9
